[00:00:00] 大家好,我是小骏
[00:03:01] 那个时候我记得OpenAI宣布
[00:03:03] 跟一家公司合作
[00:03:04] 股价就涨几十个点
[00:03:05] 宣布和谁买谁的算力
[00:03:07] 比如说Oracle
[00:03:08] 股价立刻就跳涨几十个点
[00:03:09] 然后到了去年12月呢
[00:03:11] Gimli三发了
[00:03:12] 然后那个时候大家说
[00:03:14] 哇 Google变得很厉害
[00:03:15] 大家说Google有TPU
[00:03:16] Google有最多的算力
[00:03:18] Google也有很多人才
[00:03:19] 然后Google有原生的多么泰模型
[00:03:21] 所以当时Google替代OpenAI
[00:03:24] 成为模型之王
[00:03:25] 然后到了今年1月份
[00:03:27] 大家发现
[00:03:28] Cloud的coding能力很强
[00:03:29] 当然后面的OpenCore
[00:03:31] 然后Cloud Code
[00:03:32] 大家全民去学Agentic Coding
[00:03:35] 所以在今年大概3月份的时候
[00:03:37] Andropic收入增长非常快
[00:03:39] 它在二级市场的二手的市值
[00:03:41] 也超过OpenAI
[00:03:42] 所以3月份的叙事是
[00:03:44] Andropic一意决成
[00:03:45] 但是现在到5月份来
[00:03:47] 大家好像又发现
[00:03:48] Codex也很不错
[00:03:49] 它的新用户的增速
[00:03:51] 已经超过了Cloud Code
[00:03:52] 然后Office 4.7
[00:03:54] 大家发现有点降质
[00:03:55] 当然后面发现
[00:03:56] 是一系列的系统的问题
[00:03:58] 导致的
[00:03:58] 但大家发现GPT 5.5也很好
[00:04:01] 所以现在大家又觉得
[00:04:02] 好像OpenAI又有一种卷土重来
[00:04:04] 或者说在你对我感的趋势
[00:04:06] 所以我感觉AI这个领域里面
[00:04:08] 就哪怕哪个模型更好
[00:04:10] 这个问题
[00:04:11] 在我们过去的6到8个月里面
[00:04:13] 不同的时候问
[00:04:14] 可能都会有不同答案
[00:04:16] 所以我觉得打脸是个常态
[00:04:18] 并且如果一个人怕被打脸
[00:04:21] 那永远不说
[00:04:21] 永远不判断
[00:04:22] 那绝对不会被打脸
[00:04:23] 所以我是觉得
[00:04:24] 正好也是去
[00:04:25] 阶段性的去复盘
[00:04:27] 去思考一下
[00:04:28] 对我自己
[00:04:29] 对于咱们的交流
[00:04:30] 都会是一个有帮助的事情
[00:04:32] 我专门回去看了看
[00:04:35] 你上一次非常精准说的
[00:04:37] 是要在今年下半年迎来回调
[00:04:39] 你现在还做这个判断吗
[00:04:41] 因为今年上半年起码没有
[00:04:43] 它反而更疯狂了
[00:04:44] 对 我觉得这也是
[00:04:45] 我们在二级市场里面
[00:04:47] 有一句话叫
[00:04:47] Strong Opinion Weakly Held
[00:04:49] 就是你要有一个很强的观点
[00:04:51] 但是你不要被自己的观点说绑架
[00:04:54] 说实话
[00:04:55] 我在录了那期播客之后
[00:04:57] 我后来也在想
[00:04:57] 人很容易被自己
[00:04:59] 说出去的话绑架
[00:05:00] 比如说当你看空
[00:05:01] 它的趋势的时候
[00:05:02] 你就很容易看空做空
[00:05:04] 我不是说做空的做空
[00:05:05] 而是说你可能空仓
[00:05:06] 或者是你去平安买
[00:05:08] 但是为什么叫Weakly Held
[00:05:10] 是因为你如果有一个
[00:05:11] Strong Opinion
[00:05:12] 有个很强的看法
[00:05:13] 你最好要知道
[00:05:14] 你的看法是怎么来的
[00:05:15] 我有这样一个看法
[00:05:17] 是因为一二三不同的原因
[00:05:18] 所以当这些原因
[00:05:20] 发生变化的时候
[00:05:20] 那我觉得一个
[00:05:22] 真正的聪明人
[00:05:23] 其实是应该去
[00:05:23] 调整自己的看法的
[00:05:24] 所以我是觉得
[00:05:26] 说出去的话
[00:05:27] 很难改变
[00:05:28] 但是这是我要努力
[00:05:29] 克服的一个事情
[00:05:30] 那么我们确实看到
[00:05:32] 当时我有一个
[00:05:33] 比较重要的判断是
[00:05:34] 我认为OpenAI
[00:05:35] 大家指望它的收入
[00:05:36] 会有落空的风险
[00:05:37] 因为当时大家觉得
[00:05:38] OpenAI的核心收入
[00:05:39] 分三大块
[00:05:40] 一块是订阅制的收入
[00:05:41] 一块是广告电商的收入
[00:05:43] 一块是企业服务的收入
[00:05:45] 我觉得前两块
[00:05:46] 确实在六个月之后看
[00:05:47] 其实没有大家想的
[00:05:48] 增长那么快
[00:05:49] 因为它的Pro的用户的付费
[00:05:52] 包括说它的广告电商
[00:05:53] 其实进度都是低于预期的
[00:05:54] 但是确实
[00:05:55] Atopic的Coding的收入
[00:05:57] 企业服务里面的收入
[00:05:58] 这样大幅增长
[00:05:59] 那肯定是
[00:06:00] 咱在去年11月底
[00:06:02] 12月初是没有看到的
[00:06:03] 这个确实是在
[00:06:04] Cloud 4.5 4.6发布之后
[00:06:06] 带来了一个
[00:06:07] 从量变到质变的提升
[00:06:09] 导致很多人
[00:06:11] 以前无法用
[00:06:12] Agentic Coding
[00:06:13] 完成的任务
[00:06:14] 现在能完成得很好
[00:06:15] 所以当这个变化
[00:06:16] 发生的时候
[00:06:16] 那自然你对于
[00:06:18] 未来的轨迹的判断
[00:06:19] 也会发生变化
[00:06:20] 因为世界本质上
[00:06:21] 是个BS的世界
[00:06:22] 你前面发生的概率
[00:06:23] 对后面事件判断
[00:06:24] 就是有影响
[00:06:26] 所以我现在对
[00:06:26] 整体的回报的时间线
[00:06:28] 肯定是往后推迟
[00:06:29] 同时我自己
[00:06:30] 肯定也是在仓位上
[00:06:32] 在我自己的投资上
[00:06:33] 也会做一些调整
[00:06:34] 这就是AI这个领域的魅力
[00:06:36] 因为它经常发生
[00:06:37] 很大的变化
[00:06:38] 我们在这里面
[00:06:39] 每天都觉得很有新鲜事
[00:06:40] 都觉得很充满好奇心
[00:06:42] 对 你去年底说
[00:06:43] 二级市场清仓空仓了
[00:06:45] 那今天是怎么变化的
[00:06:47] 当然我们这个
[00:06:47] 不做任何投资建议
[00:06:49] 仅仅是作为一些分享
[00:06:50] 对 首先我在二级市场的偶像
[00:06:52] 是Stanley Drunkmeader
[00:06:53] 就是当时索罗斯的车班手
[00:06:55] 他现在在做自己的基金了
[00:06:57] 他是一个交易员
[00:06:58] 他不是基本面投资人
[00:06:59] 所以我自己的二级市场风格
[00:07:01] 也不是一个股票
[00:07:02] 买了满五年的这种
[00:07:03] 我是更多的是
[00:07:04] 从一个交易角度去看
[00:07:05] 那么刚才说到
[00:07:07] 二级市场里面这句话
[00:07:08] Strong opinion, weakly held
[00:07:09] 我在看到
[00:07:10] Anthropic的用量
[00:07:11] 大幅上涨之后
[00:07:12] 并且我自己
[00:07:13] 也去频繁地使用Cloud Code
[00:07:15] 我自己给自己
[00:07:16] 做了蛮多小的工具
[00:07:17] 我自己使用
[00:07:18] 我确实觉得
[00:07:18] 这是一个大的变化
[00:07:19] 带来了影响是很深远的
[00:07:21] 同时我们也在硅谷看到
[00:07:23] Meta Google
[00:07:24] 越来越多的公司
[00:07:25] 在全民吃螃蟹
[00:07:26] 大家一起在去
[00:07:27] 使用Agentic Code
[00:07:29] 使用很多的Token
[00:07:30] 去尝试创新
[00:07:31] 然后很多个人
[00:07:32] 我的各种好朋友们
[00:07:33] 他们也得到很强的体感
[00:07:34] 有的人可能一个月
[00:07:35] 烧几千美金
[00:07:36] 上万美金的Token
[00:07:37] 所以这方面
[00:07:38] 肯定会继续带动
[00:07:39] Token的消耗
[00:07:39] 所以我也加回了一些
[00:07:41] 像大家其实也都耳熟能详的
[00:07:43] 不管是存储
[00:07:44] 光 CPU
[00:07:45] 这些所谓卡脖子的仓位
[00:07:47] 因为现在硅谷
[00:07:48] 整个大的就在做多硬件
[00:07:49] 游戏做多硬件里面
[00:07:51] 瓶颈的部分
[00:07:51] 但确实在这方面
[00:07:52] 我确实受到了
[00:07:53] 我的播客的影响
[00:07:54] 我是不敢像我的朋友那样
[00:07:57] 那么激进地去加仓
[00:07:58] 今年确实有非常多的朋友
[00:07:59] 赚了非常多的钱
[00:08:00] 对我来说
[00:08:01] 我肯定加回了一些仓位
[00:08:02] 但确实没有那么激进
[00:08:04] 等会儿
[00:08:04] 你说的是你受到了
[00:08:05] 播客的影响
[00:08:06] 还是你受到了
[00:08:06] 之前观点的影响
[00:08:08] 这个话说出去
[00:08:09] 产生影响力
[00:08:10] 让你受到的影响
[00:08:10] 还是说你观点本身
[00:08:12] 让你产生的影响
[00:08:12] 我觉得当你
[00:08:13] 越强烈地表达
[00:08:14] 一个观点的时候
[00:08:15] 你会被你说出去的话限制
[00:08:17] 而如果这句话
[00:08:17] 是公开表达的
[00:08:19] 那肯定会有更多的限制
[00:08:20] 这也是我们之前
[00:08:21] 我在想要不要
[00:08:23] 再录这第二期播客的原因
[00:08:24] 但后来技科的瓦总
[00:08:26] 西东说服了我
[00:08:27] 他说如果你认为
[00:08:28] 你的观点被打脸了
[00:08:29] 你就不愿意再说了
[00:08:30] 那其实你是真正的
[00:08:31] 被你的观点绑定了
[00:08:33] 但实际上你应该是一个
[00:08:34] 持续学习
[00:08:35] 持续进化的个体
[00:08:36] 其实也是非慢学习法
[00:08:37] 对吧
[00:08:38] 你会不断地去表达思考
[00:08:40] 从中得到反馈
[00:08:41] 这其实很像模型的
[00:08:42] 强化学习
[00:08:43] 你要得到一个反馈信号
[00:08:45] 高质量的反馈信号
[00:08:46] 而且很多时候是
[00:08:48] 负反馈信号
[00:08:48] 我觉得是很重要的
[00:08:51] 这也是我觉得
[00:08:51] 市场很有意思的地方
[00:08:53] 播客很有意思的地方
[00:08:54] 因为在日常生活中
[00:08:55] 可能不会有人
[00:08:56] 那么直接地批评我
[00:08:57] 但是市场不会
[00:08:58] 对你说好话
[00:08:59] 市场说你错了
[00:09:00] 你就错了
[00:09:00] 当然也有很多听众说
[00:09:02] 你看这个是不是被打脸了
[00:09:03] 所以我觉得这是一个
[00:09:04] 很好的对自己思维
[00:09:05] 和思考的练习
[00:09:07] 好 那你基于这半年的
[00:09:10] 外部反馈和市场的反馈
[00:09:12] 你能总结一下
[00:09:13] 之前你看对的是什么
[00:09:14] 看错的是什么
[00:09:14] 要不要更完整地
[00:09:15] 有一个标述
[00:09:16] 对 我觉得看对的
[00:09:18] 主要就是当时
[00:09:19] Buy and Return的一个担忧
[00:09:21] 其实主要是在
[00:09:22] 对于C端用户的担忧
[00:09:24] 这里面一方面是说
[00:09:25] 针对当时以OpenAI为代表的
[00:09:27] 普通用户的订阅制收费
[00:09:29] 我认为第一
[00:09:30] 它比较难以提价
[00:09:31] 当用户付20美金
[00:09:32] 一个月的时候
[00:09:33] 是比较难快速地提到
[00:09:34] 几十一百美金一个月的
[00:09:36] 对于普通用户来讲
[00:09:37] 第二就是当时已经有
[00:09:38] 5000万的付费用户了
[00:09:40] 我认为这个付费用户
[00:09:41] 已经把人群中
[00:09:42] 比较愿意为AI的
[00:09:44] 日常的这种chatbot
[00:09:45] 付费的人群给筛选出来了
[00:09:46] 这部分要继续提高
[00:09:48] 我觉得是比较难的
[00:09:49] 那么OpenAI的产品的DAU
[00:09:51] 以及它的付费用户的帧数
[00:09:53] 以及每个付费用户的up
[00:09:54] 我觉得它的帧数会比较慢
[00:09:56] 那么我认为这个是
[00:09:57] 在过去的六个月里面
[00:09:58] 大家看到
[00:09:59] 它的增长是陷入到
[00:10:00] 一定的停滞
[00:10:01] 第二就是说
[00:10:02] 当时OpenAI在很努力地
[00:10:04] 去做广告和电商
[00:10:05] 招了很多人
[00:10:06] 推出很多新的产品形态
[00:10:07] 那么我认为
[00:10:08] 在一个很创新的
[00:10:09] 用户产品里面
[00:10:10] 去做广告 做电商
[00:10:12] 这不是一个
[00:10:13] 简单地把广告放进去
[00:10:14] 就可以做到的事情
[00:10:15] 哪怕像字节
[00:10:16] 这么强大的公司
[00:10:17] 它在抖音 在TikTok
[00:10:19] 这些里面的电商和广告探索
[00:10:20] 都花了很长的时间
[00:10:22] Facebook和Google
[00:10:23] 它们也在成立之后
[00:10:25] 都花了六年 八年的时间
[00:10:26] 才成为一个广告的超级新超级
[00:10:28] 所以我认为
[00:10:29] 在chatGBT里面插广告
[00:10:31] 这个事情
[00:10:32] 当时大家是太乐观了
[00:10:33] 实际上它不会有那么简单
[00:10:35] 我觉得这个也是得到验证的
[00:10:37] 所以我觉得这两个
[00:10:38] 基于当时的chatGBT
[00:10:40] 作为AI的领头羊
[00:10:42] 所以我觉得
[00:10:43] 作为大家最关注的
[00:10:44] 变形渠道
[00:10:45] 我觉得这个判断
[00:10:45] 没有大的问题
[00:10:46] 但显然对Android
[00:10:48] 或者说Coding
[00:10:49] 当时是完全没有预料到
[00:10:50] 会在这么短的时间内
[00:10:52] 发生这么大的变化
[00:10:53] 这个是看错的这部分
[00:10:55] 但我也可以展开讲一讲
[00:10:57] 就是说
[00:10:58] 为什么当时没有看到
[00:10:59] 这个到来
[00:11:00] 因为我觉得
[00:11:01] 如果是智力的话
[00:11:02] 其实它很多时候
[00:11:03] 是一个突变的过程
[00:11:05] 这跟互联网
[00:11:06] 是有很多不一样的
[00:11:07] 互联网在很早的时候
[00:11:09] 比如说在上个世纪
[00:11:10] 末的时候
[00:11:11] 其实就有了电商
[00:11:12] 电商
[00:11:13] 电商的电商
[00:11:13] 有了广告
[00:11:14] 有了门户
[00:11:15] 有了即时通讯
[00:11:16] 它在现在的很多
[00:11:17] 商业模式的基础
[00:11:18] 已经出现了
[00:11:19] 但是互联网
[00:11:20] 是需要把更多的人
[00:11:21] 连接起来
[00:11:22] 有更快的网速
[00:11:23] 然后产生更高的
[00:11:24] 变形效率
[00:11:25] 它的商业模式
[00:11:26] 出现了很早
[00:11:27] 但是它是一个
[00:11:28] 不断完善的过程
[00:11:29] 但是对于AI来讲
[00:11:30] 它本来就是智力
[00:11:31] 那我们可以想
[00:11:32] 一个人来说
[00:11:33] 他的智力
[00:11:34] 是必须突破一定的
[00:11:35] 预值才有价值的
[00:11:36] 虽然说把AI的智力
[00:11:38] 从猫的智力提高到
[00:11:39] 比如说智商80
[00:11:40] 智商90
[00:11:41] 它是一个很大的成就
[00:11:42] 但是你想
[00:11:43] 你要招个员工
[00:11:44] 你肯定希望
[00:11:44] 他的智商至少是100
[00:11:45] 它是有一个
[00:11:47] 突破这个预值
[00:11:48] 它会突然出现
[00:11:49] 很大的价值
[00:11:50] 我觉得这个很像蒸汽机
[00:11:51] 我们之前也经常拿比方
[00:11:53] 就是把水烧开了
[00:11:54] 才有蒸汽机
[00:11:55] 如果烧到99度
[00:11:56] 其实也不会有蒸汽机
[00:11:58] 但是这个道理
[00:11:59] 多少度是烧开
[00:12:00] 这个提前预计
[00:12:01] 我觉得是比较难的
[00:12:02] 从各方面的信息了解
[00:12:04] 包括可能像之前
[00:12:05] 你跟AzurePick
[00:12:06] 聊生宇的访谈
[00:12:07] 大家对于cooling
[00:12:08] 这个时候什么时候
[00:12:09] 突破这个预值
[00:12:10] 把这个agent
[00:12:11] 能够跑起来
[00:12:11] 能够真正的完成
[00:12:13] 高价值的cooling应用
[00:12:14] 其实没有一个
[00:12:15] 很明确预期
[00:12:16] 否则Cloud 4.5
[00:12:17] 就不会叫4.5
[00:12:18] 可能会叫5
[00:12:19] 对吧
[00:12:19] 因为他们本身
[00:12:20] 也是对这个版本号
[00:12:21] 也可以看出来
[00:12:22] 其实没有那么大的
[00:12:23] 一个期待
[00:12:23] 那么我们就看到
[00:12:25] 就是说后视镜去看
[00:12:26] 没有范式变化
[00:12:28] 当然没有提出
[00:12:29] 新的模型架构
[00:12:30] 也没有说出现一个
[00:12:31] 新的聚电的方式的
[00:12:32] 但是就是在
[00:12:34] 4到4.5的过程
[00:12:35] 然后4.5又被4.6
[00:12:36] 进一步的放大
[00:12:37] 带来了这个
[00:12:38] cooling体验的本质变化
[00:12:39] 那么
[00:12:40] 当然我觉得
[00:12:41] 从背后来看
[00:12:42] 普遍大家觉得
[00:12:43] 还是数据
[00:12:44] 占了很大的部分
[00:12:44] 对吧
[00:12:45] 高质量的
[00:12:46] 用户cooling的数据
[00:12:47] 让模型的
[00:12:48] 编程能力变得更好
[00:12:49] 同时也有很多的
[00:12:51] agentic IL的部分
[00:12:52] 让模型的
[00:12:53] 这方面能力提升
[00:12:54] 所以原来
[00:12:55] 跑不起来的
[00:12:56] agentic loop
[00:12:56] 它能够跑起来了
[00:12:58] 这个时候的话
[00:12:59] AI就开始能够
[00:13:00] 完成更长时间
[00:13:01] 更高价值的
[00:13:02] 编程工作
[00:13:02] 这个我觉得是一个
[00:13:04] 不知道什么时候发生
[00:13:05] 但是你事后去看
[00:13:06] 这个节点还是挺明显的
[00:13:07] 你觉得你自己
[00:13:08] 是在什么时候
[00:13:09] 才开始
[00:13:10] 真正的理解了
[00:13:11] Anthropic
[00:13:12] 首先不能说理解
[00:13:14] 对吧
[00:13:14] 因为Anthropic
[00:13:15] 本身就是一家
[00:13:16] 尤其是对中国
[00:13:17] 比较封闭的公司
[00:13:18] 所以我们的很多信息
[00:13:20] 其实都是二手的
[00:13:21] 可能都不是一手的
[00:13:22] 所以比较顺于
[00:13:23] 可能更理解
[00:13:24] 对吧
[00:13:25] 所以我就不能这样理解
[00:13:26] 但是我今年
[00:13:27] 三月份在硅谷
[00:13:28] 确实也进一步的
[00:13:29] 交流了一圈之后
[00:13:30] 我确实觉得
[00:13:31] 大家普遍提到的一点是
[00:13:32] 组织能力和组织形态
[00:13:34] 或者更具体的说
[00:13:35] AI大家在探索阶段
[00:13:37] 比如说在
[00:13:38] CHILDGBT出现之前
[00:13:39] 大家不知道
[00:13:40] AI能做什么
[00:13:41] 它是一个从下往上的
[00:13:42] 基于一些超级个人
[00:13:44] 进行灵光一线的探索的
[00:13:47] 这样的阶段
[00:13:47] 所以在那个时候
[00:13:48] OpenAI这种相对比较松散
[00:13:50] 比较从下往上的组织结构
[00:13:52] 其实比较适合
[00:13:53] 探索不同的方向的
[00:13:54] 因为我记得
[00:13:55] OpenAI最开始的时候
[00:13:56] 就有三个不同的方向
[00:13:57] 做机器人
[00:13:58] 做世界模型
[00:13:59] 去打游戏的IL
[00:14:00] 当时语言模型
[00:14:01] 只是个小的团队在做
[00:14:02] 但是这种
[00:14:03] 支持自由探索的方式
[00:14:05] 在探索系很有价值
[00:14:06] 但是现在AI进入到了
[00:14:08] 一个
[00:14:09] 主线逐渐收敛的过程
[00:14:11] 那Anthropic
[00:14:12] 当然它选中Coding的
[00:14:13] 这个过程
[00:14:14] 我的理解是
[00:14:15] 它也不是说
[00:14:16] 一上来就说
[00:14:16] 我就要做Coding
[00:14:17] 而是因为
[00:14:18] 它在这过程中逐渐发现
[00:14:19] 当它的训练数据中
[00:14:20] Coding的比例越来越多
[00:14:21] 它的Coding表现越来越好
[00:14:23] 并且它其实也选择了一条
[00:14:25] 做Enterprise
[00:14:25] 做生产力
[00:14:26] 跟OpenAI做大地
[00:14:27] 有产品不太一样的路线
[00:14:28] 但是当它已经
[00:14:30] 比较明确Coding
[00:14:30] 这个方向之后
[00:14:31] 那我觉得Anthropic
[00:14:32] 在这过程中体现出来的
[00:14:33] 其实是一个
[00:14:34] 从上往下的
[00:14:35] 公司的组织能力
[00:14:36] 他们每个人进去面试
[00:14:38] 都是有价值观面试的
[00:14:39] 这个其实是一种
[00:14:40] 共同方向的认可
[00:14:41] 那么我觉得顺云
[00:14:42] 讲到点也很重要
[00:14:43] 就是它并不是那么强调
[00:14:44] 一个个人英雄主义的
[00:14:46] 我们在OpenAI
[00:14:46] 见了有很多明星研究员
[00:14:48] 他们每个人
[00:14:48] 可能有自己的一个
[00:14:49] 要做的方向
[00:14:50] 但是如果你也是明星
[00:14:51] 我也是明星
[00:14:52] 其实可能各自
[00:14:53] 有各自的想法
[00:14:54] 资源分配上
[00:14:55] 好像Sam
[00:14:56] 也是更像是一个
[00:14:57] 他原来在YC President
[00:14:58] 他有点像是个
[00:14:59] 天使投资人的一个感觉
[00:15:01] 在硅谷其实蛮多人
[00:15:02] 这么评价
[00:15:03] 就是会不断地鼓励
[00:15:04] 有各种小项目
[00:15:05] 所以我们看到OpenAI
[00:15:06] 经常有很多项目
[00:15:07] 做出来了
[00:15:08] 上线了
[00:15:08] 然后后来没人管
[00:15:09] 感觉又消失了
[00:15:10] 之前的GBTs
[00:15:12] 可能有什么
[00:15:13] Sara
[00:15:13] Sara可能是
[00:15:14] 都已经表达的了
[00:15:15] 对吧
[00:15:15] 我记得她做了一段期
[00:15:16] 现在不知道还有谁在用
[00:15:18] 然后她做了Operator
[00:15:19] 做了很多新的尝试
[00:15:20] 但是这个
[00:15:21] 她就缺乏一个持续性
[00:15:22] 因为她很多时候
[00:15:23] 是基于很小的团队
[00:15:24] 从小往上做的
[00:15:25] 但是安博贝克
[00:15:26] 从现在看来
[00:15:26] 她不仅是招人的价值观
[00:15:28] 公司的方向很一致
[00:15:29] 并且好像Darry
[00:15:31] 还每两个星期
[00:15:31] 会跟公司有一个
[00:15:32] 她的内部的思考
[00:15:34] memo的同步
[00:15:34] 就是她是一个
[00:15:35] 很对齐的组织
[00:15:36] 这点上
[00:15:36] 蛮像是一些中国
[00:15:38] 就战斗力很强的
[00:15:39] 这个公司的
[00:15:39] 然后她其实
[00:15:40] 产品迭代很快
[00:15:41] 我们看到在3月份
[00:15:43] Cloud Code
[00:15:43] 应该是几十天
[00:15:44] 迭代了几十个
[00:15:45] 不同的功能
[00:15:46] 有的时候经常我一进
[00:15:47] Cloud的那个
[00:15:48] 出面的
[00:15:48] 它又升级了
[00:15:49] 它其实是一个
[00:15:50] 管杀也管埋的组织
[00:15:51] OpenAI的很多产品
[00:15:52] 有点像管杀不管埋
[00:15:53] 到后面就
[00:15:54] 没人维护的感觉
[00:15:55] 我觉得这个
[00:15:55] 其实是一个探索期
[00:15:57] 适合自下往上的
[00:15:59] 发散型的组织
[00:16:00] 而这种高速赛跑期
[00:16:03] 其实适合
[00:16:03] 一开始就明确Bet
[00:16:05] 然后从上往下
[00:16:06] 价值观比较一致
[00:16:08] 方向也比较齐心的组织
[00:16:09] 所以我觉得这个
[00:16:11] 确实是一个组织带来的
[00:16:12] 在这个阶段优势
[00:16:13] 但确实
[00:16:14] 我看你跟广北也聊到几点
[00:16:16] 就是说OpenAI
[00:16:17] 还是有很多
[00:16:18] 创新的种子
[00:16:18] 正在萌芽对吧
[00:16:19] 那假设
[00:16:20] 接下来几年不咋变了
[00:16:22] 那可能Aesopic这种
[00:16:23] 专一的优势就会很大
[00:16:25] 但如果一两年后
[00:16:26] 下一个范式又诞生了
[00:16:27] 那这个时候
[00:16:28] 可能重新又会回到
[00:16:30] 一个探索阶段
[00:16:31] 这个其实是我
[00:16:32] 在去年的R里面的
[00:16:33] 第二个R
[00:16:34] 就是Research
[00:16:34] 因为当时我看到
[00:16:36] 会不会有很多
[00:16:36] New Lab的诞生
[00:16:37] 大家其实也都在
[00:16:38] Bet一件事情
[00:16:39] 就是下一个范式
[00:16:40] 可能又重新需要这种
[00:16:41] 像New Lab这种
[00:16:42] 比较发散
[00:16:44] 比较自由
[00:16:45] 而且同时有很多资金的
[00:16:47] 去探索的组织去诞生
[00:16:48] 但确实
[00:16:49] 在现有范式下
[00:16:51] 就直接实现了
[00:16:52] 在Coding的
[00:16:52] 一个大的提搬转变
[00:16:53] 这个我觉得是一个
[00:16:55] 很多人并没有看到的
[00:16:56] 这样一个变化
[00:16:57] 并且我在微博
[00:16:59] 还看到有另外一个观察
[00:17:01] 就是在去年以前
[00:17:03] 很多人认为Coding
[00:17:04] 是一个垂直领域
[00:17:06] 大家是把Coding和
[00:17:08] 比如医疗 金融并列的
[00:17:10] 虽然我记得
[00:17:11] 我和广密
[00:17:11] 我们其实都讲过很多
[00:17:12] Coding觉得是一个
[00:17:13] 比较通用的能力点
[00:17:15] 但是哪怕我跟一些
[00:17:16] Research Lab
[00:17:17] 比较senior的研究员聊
[00:17:18] 他如果自己不是做Coding
[00:17:20] 他往往之前也是觉得
[00:17:21] Coding
[00:17:22] 就是垂直方向中的一个
[00:17:23] 但现在我还发现
[00:17:24] Coding不是一个垂直
[00:17:25] Coding是一个水平的
[00:17:26] 是一个horizontal的
[00:17:28] 一个领域
[00:17:28] 所以它其实可以
[00:17:29] 加强大家的办公室的工作
[00:17:31] 加强医疗
[00:17:32] 加强大家去做研究的速度
[00:17:34] 所以这个其实
[00:17:35] 让Coding的意义
[00:17:36] 变得很不一样
